subject_ID,subject_index,condition,opt_betastar,opt_loss,opt_BIC,opt_rel_entropy,equalweights_betastar,equalweights_loss,equalweights_BIC,equalweights_rel_entropy,ignoreweak_betastar,ignoreweak_loss,ignoreweak_BIC,ignoreweak_rel_entropy,fullparam_betastar,fullparam_WSratio,fullparam_loss,fullparam_BIC,fullparam_rel_entropy,best_model,best_model_betastar,best_model_loss,best_model_BIC,best_model_rel_entropy
63474e67a5fd298c6103c409,0.0,low_reward,1.430766822334168,179.4469879632842,364.59775840122455,0.25220814525493684,0.9451371332709029,196.07838776038543,397.86055799542703,0.3076461445786076,1.9763927488970063,164.8814719013193,335.46672627729475,0.2036564250483872,1.323551820408857,33.55929879458232,165.20942026379328,341.82640547689897,0.2047495862566338,ignoreweak,1.9763927488970063,164.8814719013193,335.46672627729475,0.2036564250483872
6724c80675133c29b7257f6a,1.0,low_reward,2.4647292068775863,142.08638301932967,289.8765485133155,0.12748079924743677,2.2787991190919907,154.85734878403085,315.4184800427179,0.17005068512977398,2.5358569257408186,145.72136200877154,297.14650649219925,0.1395973958789096,2.4099194948826512,2.6610068326886656,142.0297745759803,295.467114101273,0.1272921044362722,fully_optimal,2.4647292068775863,142.08638301932967,289.8765485133155,0.12748079924743677
636da58a0d76bbb9167dbf3e,2.0,low_reward,0.5220632387362011,200.89747252238712,407.4853044990983,0.16211824546238374,0.863838357042743,195.30214990989265,396.29465927410934,0.1432151285282806,0.2907776228482369,204.00417952053596,413.69871849539595,0.17261387721288654,1.7643006100400462,0.0,189.67782834024632,390.7363755891408,0.12421404214434047,fullparam,1.7643006100400462,189.67782834024632,390.7363755891408,0.12421404214434047
611c1cf68a3a6fc487b01d82,3.0,low_reward,5.165788056747224,72.94368819007241,151.59115885480102,0.07161324455239833,4.835383983325153,84.75068471063977,175.20515189593576,0.11096989962095617,3.616232216559049,112.14999738994219,230.00377725454058,0.20230094188529754,6.18815619374336,1.8728450187154984,69.61925608273853,150.64607711478948,0.06053180419461875,fullparam,6.18815619374336,69.61925608273853,150.64607711478948,0.06053180419461875
63052f20afc39e87110eb83e,4.0,low_reward,3.643831958950459,104.95899889019927,215.62178025505474,0.09680659931279109,3.4335674317758857,118.48597745809323,242.67573739084267,0.14189652787243767,3.1902626970344863,124.55246671737302,254.80871590940225,0.16211815873670365,3.895956209616877,2.161104727765548,104.45323909516307,220.31404313963856,0.09512073332933713,fully_optimal,3.643831958950459,104.95899889019927,215.62178025505474,0.09680659931279109
6660f48a57b1214a16267dcd,5.0,low_reward,4.905128237267357,77.31303560782496,160.32985369030612,0.1805192474852821,7.868565106974652,41.61292201138996,88.92962649743612,0.06151886883049877,2.8505163144704904,135.2723910676013,276.24856460985876,0.37371709901786976,10.667591944384958,1.076237852931317,42.64646861925952,96.70050218783145,0.064964024190064,equalweights,7.868565106974652,41.61292201138996,88.92962649743612,0.06151886883049877
664757043cb597943f321d65,6.0,low_reward,3.579468306529681,106.70011584283868,219.10401416033358,0.2122054463452937,2.7486119193466125,139.3042852010474,284.312352876751,0.320886010872656,3.636489704018608,111.59140898029189,228.88660043523998,0.228509756803471,3.141797088990571,3.83538007882778,103.10968510503369,217.6269351593798,0.20023734388594377,fullparam,3.141797088990571,103.10968510503369,217.6269351593798,0.20023734388594377
6410e0ba81f88046afa861ca,7.0,low_reward,2.1237936971817892,154.44382559049913,314.59143365565444,0.2145142700592123,3.1904337313404003,125.56443991394195,256.8326623025401,0.11824965113735508,1.3778850582982425,184.38870594614966,374.4811943669555,0.3143305379113807,5.280039786575242,0.49656523165702343,118.89474957563242,249.19706410057722,0.09601735000965665,fullparam,5.280039786575242,118.89474957563242,249.19706410057722,0.09601735000965665
673d00ce7364481560d1f3b6,8.0,low_reward,3.4479421880886068,110.36527721730495,226.4343369092661,0.09747314873216932,3.233892811700716,124.2726328425809,254.24904815981802,0.1438310008164225,3.1609945611905443,125.44888762079339,256.60155771624295,0.14775185007713074,3.6398845828502435,2.212831921512168,110.02178629764856,231.45113754460954,0.09632817899998135,fully_optimal,3.4479421880886068,110.36527721730495,226.4343369092661,0.09747314873216932
63c5c3192e709e19fc67d5dd,9.0,low_reward,1.370868933476679,181.46996123886709,368.64370495239035,0.17836257407863523,1.9127158551142625,167.20997777916284,340.12373803298186,0.13082929587962103,0.9855445129253637,195.14802822748555,395.9998389296273,0.22395613070736337,3.0455113005706096,0.4588205905708964,162.83369395328089,337.0749528558742,0.11624168312668123,fullparam,3.0455113005706096,162.83369395328089,337.0749528558742,0.11624168312668123
