subject_ID,subject_index,opt_betastar,opt_loss,opt_BIC,opt_rel_entropy,equalweights_betastar,equalweights_loss,equalweights_BIC,equalweights_rel_entropy,ignoreweak_betastar,ignoreweak_loss,ignoreweak_BIC,ignoreweak_rel_entropy,fullparam_betastar,fullparam_WSratio,fullparam_loss,fullparam_BIC,fullparam_rel_entropy,best_model,best_model_betastar,best_model_loss,best_model_BIC,best_model_rel_entropy
5e8a69c836bc63718a82cb90,0.0,2.5789439878989797,215.69790601013634,437.7927416754888,0.05295615238870822,2.6001713880045476,213.94854908369456,434.29402782260524,0.05004055751130527,2.1543746637916454,292.1865155692773,590.7699607937707,0.18043716832060974,2.683007532693415,0.9800044094529305,213.60443126759623,440.00272184562476,0.04946702781780802,equalweights,2.6001713880045476,213.94854908369456,434.29402782260524,0.05004055751130527
671322ae5b5def60f8528351,1.0,1.6475435996949357,307.04832363918285,620.4935769335818,0.08556869409595648,1.6071641507695245,311.55898231274404,629.5148942807042,0.09308645855189175,1.9190132612779727,311.7017273921473,629.8003844395107,0.0933243670175639,1.6132018927835992,1.9391014633376118,304.39401511653045,621.5818895434932,0.08114484655820242,fully_optimal,1.6475435996949357,307.04832363918285,620.4935769335818,0.08556869409595648
66e18aed7a77c82578abfbab,2.0,4.09202096125953,112.64929185682168,231.6955133688595,0.059252556213453454,4.020740261504089,114.66606582942038,235.7290613140569,0.06261384616778462,3.034139957805535,223.7837248731767,453.96437940156954,0.24447661124071185,4.121503316707275,1.203898239815353,112.38452358315828,237.56290647674885,0.0588112757573478,fully_optimal,4.09202096125953,112.64929185682168,231.6955133688595,0.059252556213453454
62fba37f3560a85b4eb94aac,3.0,3.567652859518005,141.3694976884123,289.13592503204075,0.05678098898012453,3.63950640278924,136.06336242485372,278.52365450492357,0.04793743020752686,2.5636721620755685,259.06238683913944,524.521703333495,0.2529358042313364,3.9166873638603867,0.8291228974808845,134.2415285468455,281.2769164041233,0.04490104041084646,equalweights,3.63950640278924,136.06336242485372,278.52365450492357,0.04793743020752686
655b6a0d11066d07716ab0b5,4.0,2.885147193576998,189.71781865185625,385.8325669589286,0.04931788329072519,2.9257320884029636,186.34250354340992,379.08193674203596,0.04369235810998133,2.24124012868725,285.03242407686633,576.4617778089488,0.20817555899907533,3.057154627846787,0.9012599866238361,186.10635198251424,385.0065632754608,0.04329877217515519,equalweights,2.9257320884029636,186.34250354340992,379.08193674203596,0.04369235810998133
60dbf4d94a3b5564b68881e8,5.0,3.0960675366886328,173.36572153261508,353.1283727204463,0.08594668492355716,3.2493203174893215,161.81339458551838,330.0237188262529,0.06669280667839594,2.1392744450698653,293.43440158705215,593.2657328293204,0.28606115168095225,3.87380843004256,0.5445805873433174,149.72881352374063,312.25148635791356,0.046551838242099755,fullparam,3.87380843004256,149.72881352374063,312.25148635791356,0.046551838242099755
6334b0fc574064de4e68f578,6.0,3.4031935925549526,151.82653184578697,310.0499933467901,0.060222577428129066,3.41414384067396,150.43708956463112,307.2711087844784,0.05790684029286934,2.6499264764133814,252.32954275451993,511.056015164256,0.22772759560935066,3.5192335341491723,1.0352368069112843,149.85791954704837,312.50969840452905,0.05694155693023142,equalweights,3.41414384067396,150.43708956463112,307.2711087844784,0.05790684029286934
66661b49621ea96feaf4f6f3,7.0,4.383435021406753,99.4132747624001,205.22347918001637,0.046748355882547964,4.529204224611679,91.19301737803508,188.78296441128631,0.033047926908606265,2.6697278545072263,250.7991274197935,507.99518449480314,0.299058110311537,5.146442719222938,0.758228936117188,87.2450603800205,187.2839800704733,0.026467998578581974,fullparam,5.146442719222938,87.2450603800205,187.2839800704733,0.026467998578581974
67325d10b9e0c58d803cd7ba,8.0,4.530882799420788,93.36886246171088,193.1346545786379,0.055008280412400634,4.336556545859387,99.46210677586501,205.32114320694618,0.06516368760265753,3.288020042014418,206.39122154742168,419.1793727500595,0.24337887888858528,4.5359088871767845,1.4373574814434555,92.7064737606233,198.20680683167888,0.05390429924392135,fully_optimal,4.530882799420788,93.36886246171088,193.1346545786379,0.055008280412400634
6717f49882dda1264ded32b9,9.0,2.7022118556096997,204.92728472262698,416.2514991004701,0.09986933391890482,2.770227252949384,199.16978279743722,404.73649525009057,0.09027349737692182,2.1330892644383983,293.94584156473127,594.2886127846787,0.248233595322412,3.017437527157954,0.72221489889268,195.6112934261003,404.0164461626329,0.08434268175802707,fullparam,3.017437527157954,195.6112934261003,404.0164461626329,0.08434268175802707
