subject_ID,subject_index,exclude_Ixr,Ixr,Iry,Iry_CI_lower,Iry_CI_upper,info_efficiency,info_efficiency_CI_lower,info_efficiency_CI_upper,bound_class
67101014b833fd5fb2bfb9bd,12.0,0.0,0.5541162978635922,0.3120720701876795,0.25049297488169114,0.3816689893822901,0.8807696992884951,0.7069733027622218,1.077195023584828,equal-weights
64050cfd151bc9945fd3eac9,13.0,0.0,0.5513298067651944,0.19845286603846848,0.14619163361157156,0.25751820398075126,0.5625644869012503,0.4144168990535382,0.7300000205695233,none
5cb67a7ab73e8a001507fae5,14.0,0.0,0.6421352023128777,0.36454132769554504,0.2979875665949901,0.43759630795824606,0.9069473059477885,0.7413673024063171,1.088701780685044,equal-weights
66eddcfe67e927db6f0a4768,15.0,0.0,0.5960049004145365,0.3227346839502821,0.2575314584647331,0.3939366948066671,0.8551763891613252,0.6824020896968355,1.0438461590165202,equal-weights
5ea7514665002511e3b2da95,16.0,0.0,0.7409018581966427,0.4027858720317725,0.33436746048459265,0.47881376911372775,0.8934093589284285,0.7416521761580118,1.0620449529477445,equal-weights
60d50ceb7c563c73f91d9ec5,17.0,0.0,0.8316593543501777,0.4953684764667682,0.4231158528962226,0.5737886931618789,1.0100677323555411,0.8627429688437972,1.1699683602942152,full
66d9547a9df3044a616f2cfd,18.0,0.0,0.585342456723145,0.32430628365904374,0.260651530672206,0.3942365023599693,0.8727265848584461,0.7014280378262332,1.0609127657016957,equal-weights
671d309dd87b3db020d02f1a,19.0,0.0,0.20537714176783453,0.10584896400094414,0.06734138828054015,0.15268436713811645,0.7581597906622036,0.48234324561949504,1.0936257045065918,equal-weights
66b3e078bef7d6dd6c53e015,20.0,0.0,0.8495234767832445,0.5104699175296098,0.439373104640363,0.5910139911739288,1.0261202975555213,0.8832051515460966,1.1880258398335313,full
6112c911a83cc494df38b468,21.0,0.0,0.7629114978146073,0.40652874652438165,0.3376956631243491,0.48046493126353557,0.8819015596086789,0.7325787770941533,1.042294735221574,equal-weights
66a426bcd6c66d59e395617b,22.0,0.0,0.7526027601338684,0.42429401042344833,0.3541777373482651,0.49984900096130397,0.9299451764110362,0.7762680366627956,1.0955426095078136,equal-weights
671d2abf2ba7384f9b45678a,23.0,0.0,0.3353827918794956,0.2153817260995457,0.16022690038880685,0.27701526604042126,0.962613314373145,0.7161078631328253,1.238074316722132,equal-weights
5f0a686635f72917e94c7a63,24.0,0.0,0.8673766563346855,0.48035117715515147,0.41005767645610347,0.5589576833475184,0.9526381704268178,0.813231263389702,1.1085315288780944,equal-weights
66d83fb0c75a948077515b49,25.0,0.0,0.8684161679647787,0.5000520816964485,0.4283576520566039,0.5804445183323067,0.9909502806810384,0.8488738494944195,1.1502635013733102,equal-weights
66561a192a5f93ba36a281b3,26.0,0.0,0.7035941989942055,0.45611418002078113,0.3840984781471229,0.5359663951014741,1.0533919832471241,0.8870723064105692,1.2378100234990073,full
5d27dc6b46dea800184f8bfa,27.0,0.0,0.337493592730402,0.21388272667590968,0.16028708681283918,0.27615859288594286,0.9503237650993775,0.7121876095567139,1.2270279037240033,equal-weights
6740a2f2bae870caa18ae1ef,28.0,0.0,0.8465048548752528,0.5102478367829913,0.43745384388468833,0.5890463511125755,1.0280901296638276,0.8814186884492848,1.186859984182336,full
5c2019f5cc850a0001b329e8,29.0,0.0,0.6950993537292641,0.4025384632471596,0.3313316899239204,0.4800525014454953,0.9387234182816446,0.7726685644930386,1.119486872077806,equal-weights
6734ab3304b4b5bc58df43cd,60.0,1.0,0.00018020160062097993,8.220271282666923e-05,-0.002545234259544724,0.01209781118459605,0.6539146871873102,-20.24709413371865,96.23692630566937,equal-weights
