subject_ID,subject_index,exclude_Ixr,Ixr,Iry,Iry_CI_lower,Iry_CI_upper,info_efficiency,info_efficiency_CI_lower,info_efficiency_CI_upper,bound_class
5e8a69c836bc63718a82cb90,0.0,0.0,0.492586814517269,0.3119286252926602,0.24843739332194914,0.38093657005309683,0.9771633655241138,0.7782675256326536,1.1933411385218429,equal-weights
671322ae5b5def60f8528351,1.0,0.0,0.30511818028977167,0.17424311091126124,0.12576054005904838,0.2309960032709576,0.8520440894293474,0.6149656321008073,1.1295641947592276,equal-weights
66e18aed7a77c82578abfbab,2.0,0.0,0.7693116691141738,0.45226749361171714,0.3819322125733036,0.5298610326671458,0.975029574076678,0.823395905767267,1.1423110975223343,equal-weights
62fba37f3560a85b4eb94aac,3.0,0.0,0.6877855183229891,0.425223648120469,0.3564833120708038,0.5022991820970614,1.000020080774006,0.838359936253202,1.1812825341997737,full
655b6a0d11066d07716ab0b5,4.0,0.0,0.5456950060969568,0.3981702472022312,0.33199931739310473,0.47254976712212915,1.138850715458705,0.9495879282836087,1.3515917981273655,full
60dbf4d94a3b5564b68881e8,5.0,0.0,0.6591355588050393,0.3571965085393196,0.29080737592130285,0.43015543227931813,0.8696840887106441,0.7080431685983627,1.0473208057256016,equal-weights
6334b0fc574064de4e68f578,6.0,0.0,0.6642187179528176,0.365567780159797,0.29798209289668737,0.43755452351641083,0.8844151994515472,0.7209056881517694,1.0585721504710741,equal-weights
66661b49621ea96feaf4f6f3,7.0,0.0,0.7885920432663642,0.4331129611347561,0.36362289115216523,0.5104837472444983,0.9168700339672513,0.7697643859201558,1.0806586102838136,equal-weights
67325d10b9e0c58d803cd7ba,8.0,0.0,0.8159974498738244,0.43383706609767125,0.3626934921111381,0.5099564357450833,0.8963056200570331,0.7493232845718556,1.0535679292088613,equal-weights
6717f49882dda1264ded32b9,9.0,0.0,0.5970351870393095,0.3227094918534719,0.2577898405731631,0.3944328203670991,0.8538441824990792,0.6820758646315358,1.043614078789076,equal-weights
64345edc0fd9813bdd9ef181,10.0,0.0,0.5056437559059862,0.28008776306390243,0.22144061490947242,0.34826355497621575,0.8571142079790334,0.6776443754139286,1.0657432435679033,equal-weights
657a5fdf40daebdb26cb32b4,11.0,0.0,0.6845062459438986,0.4153025159919206,0.3453485004069247,0.4916222914076915,0.9804863021899806,0.8153321039293391,1.1606694012560954,equal-weights
