subject_ID,subject_index,opt_betastar,opt_loss,opt_BIC,equalweights_betastar,equalweights_loss,equalweights_BIC,ignoreweak_betastar,ignoreweak_loss,ignoreweak_BIC,fullparam_betastar,fullparam_WSratio,fullparam_loss,fullparam_BIC,best_model,best_model_betastar,best_model_loss,best_model_BIC
616ef680ab8ca318a227f5ec,40.0,0.9969742789934392,385.99815924659526,778.3932481484067,0.8488230838173448,396.51215462259574,799.4212389004076,1.0865090482044812,385.2126574286942,776.8222445126045,0.8640142591140445,4.813599926530696,383.40007172926516,779.5940027689626,ignoreweak,1.0865090482044812,385.2126574286942,776.8222445126045
66b19980c3c58c2bba58922e,41.0,4.49622530581313,169.45280890857404,345.3008794152635,3.313741077163602,243.29056035235772,492.97638230283087,4.701234167962556,171.95923265628812,350.3137269106917,3.9193948745532783,3.825786214971907,161.16157055592683,335.11366430808454,fullparam,3.9193948745532783,161.16157055592683,335.11366430808454
5e9f877ee0b0960f3d2b6d30,42.0,2.7392250099278725,265.06446841067986,536.5258664765759,3.5200026739202777,232.11635447976118,470.6296386147385,2.015923756195313,327.0588266688819,660.51458299298,4.549355740145075,1.0048768009029918,234.35803616987403,481.50993165018036,equalweights,3.5200026739202777,232.11635447976118,470.6296386147385
66706191120230e6a89ddd0e,43.0,3.6247767491223293,210.94177947140884,428.2804885980338,5.230708678767758,154.39541311489597,315.1877558850081,2.402439216608845,300.51609261356725,607.4291148823506,7.2262390517370125,0.9530729342557424,154.95255908609258,322.69897748261747,equalweights,5.230708678767758,154.39541311489597,315.1877558850081
673d6028f83d1741dc6af737,44.0,4.051075684214457,189.4554257581632,385.3077811715425,4.339032273318201,190.74319253302843,387.883314721273,3.0195055636987047,259.71346389061824,525.8238574364526,5.218292096961469,1.6084633510405655,178.19140365531004,369.1766666210524,fullparam,5.218292096961469,178.19140365531004,369.1766666210524
66b67e59805551bf822ba31a,45.0,3.7333735953019715,205.1876082707079,416.7721461966319,4.627200756311696,178.08532364600245,362.567576947221,2.6708684272964667,282.3751783739275,571.1472864030711,5.840060941433973,1.2417071630049108,175.69697425805757,364.18780782654744,equalweights,4.627200756311696,178.08532364600245,362.567576947221
671b23ad48265220d2591cb6,46.0,3.2250047645748983,233.81276438300807,474.0224584212323,3.3498672621946595,241.7632402908481,489.92341023691233,2.6821008927536165,281.62704191818204,569.6510134915802,3.869892581422415,1.7348023423241752,227.50215846249313,467.79817623541857,fullparam,3.869892581422415,227.50215846249313,467.79817623541857
66bad646458ce3651a4b0eec,47.0,3.224579300887811,233.83849147932347,474.07391261386306,3.982151338768495,207.754119157952,421.90516797112014,2.35307468733443,303.89424265269224,614.1854149606006,5.089667606449895,1.1483859114086323,205.65248762838615,424.0988345672046,equalweights,3.982151338768495,207.754119157952,421.90516797112014
6693f1d9fe7d710187a5f8f5,48.0,3.2344416366994557,233.24233588712113,472.8816014294584,3.797817399455105,217.1492479007591,440.6954254567343,2.4448110376745436,297.62458657447246,601.646102804161,4.601816710074123,1.3284001132177459,214.533113246569,441.8600858035703,equalweights,3.797817399455105,217.1492479007591,440.6954254567343
65ce8604935f026846d91805,49.0,3.6818060097405847,207.89572721656828,422.1883840883527,4.055851116151006,204.11549891428785,414.62792748379184,2.788774195013744,274.57680343487255,555.5505365249612,4.888771897054163,1.5091569220534748,194.46948909917813,401.7328375087886,fullparam,4.888771897054163,194.46948909917813,401.7328375087886
5c28feff5ffcb7000128a541,50.0,3.3342004200552497,227.3021413445279,461.00121234427195,4.893959661781224,167.16687878366068,340.7306872225375,2.20343820543399,314.1741565131649,634.745242681546,7.063791225127454,0.8535623779533958,165.51311430605608,343.8200879225445,equalweights,4.893959661781224,167.16687878366068,340.7306872225375
671fb466946348aad9a11d10,51.0,4.25689266545348,180.109603512607,366.61613668043015,4.054861704186145,204.16389239114704,414.7247144375102,3.3932434274000793,236.9774859390702,480.3519015333565,4.792617568221649,1.9925400102983781,177.04004009070601,366.87393949184434,fully_optimal,4.25689266545348,180.109603512607,366.61613668043015
