subject_ID,subject_index,exclude_Ixr,Ixr,Iry,Iry_CI_lower,Iry_CI_upper,info_efficiency,info_efficiency_CI_lower,info_efficiency_CI_upper,bound_class
67047fbe4a73fb7c0e482271,30.0,0.0,0.748043363312933,0.48015541878843676,0.4077403652903023,0.5582177725201721,1.0311116461330558,0.8756036541464558,1.1987469552595285,full
5fb951898639c17a684074e1,31.0,0.0,0.7125409702973039,0.45624704165567315,0.385255394317816,0.5341538550531646,1.0162180224079305,0.8580953720048529,1.1897431099473512,full
667447e858816e268d6a6759,32.0,0.0,0.7482283493166035,0.4662829155852031,0.3941646567035171,0.5462371328667636,1.0011409683365138,0.8462981870157784,1.1728080825205909,full
5b8d575aafe6be000115695b,33.0,0.0,0.8546782619921743,0.47594087186576184,0.4060089424478061,0.5534977520424513,0.9349179445041801,0.7975466457326658,1.0872673712569187,full
61115178c8a4bbd5832f32ba,34.0,0.0,0.42963138606134627,0.2549385938457075,0.1956413502131239,0.3209671295655072,0.8771157972309266,0.67310373166714,1.1042868617379884,full
663a8b6eababda7c864ed2ce,35.0,0.0,0.7843148279727514,0.42413895908355886,0.3556855932270511,0.4998305222847606,0.8805655897686432,0.7384478305151028,1.037710753077364,full
63b18d94775ad4aad221103c,36.0,0.0,0.6532614050976071,0.25166929654218584,0.19334406837715767,0.31637498212875753,0.6003782082017025,0.4612384861148434,0.7547390464393412,equal-weights
6706af217ea3142dd07d1e83,37.0,0.0,0.5416789563605922,0.22476638787098566,0.16950027375986046,0.287555091711939,0.6281375086653441,0.4736895079647108,0.8036083180535378,equal-weights
611e64ad7ea7083dd09ce1dc,38.0,0.0,0.6526516506035888,0.2607469557412972,0.20203350476199372,0.32734441389184143,0.6225057423081468,0.48233359616962307,0.781500120608665,equal-weights
5e84bd7c34d5d9072128fac1,39.0,0.0,0.8735279240385662,0.4857563398002853,0.4118598458815299,0.5641487027435109,0.942478461112597,0.7991023522206384,1.0945775847598311,full
5ba292385301b80001c71ba2,40.0,0.0,0.5647135439555565,0.07641352938043894,0.0443701558571829,0.11739041792753074,0.20598144177280756,0.11960484941932698,0.3164393495638628,none
628d14b52b5bd1d83ed1f7d2,41.0,0.0,0.8540872545409751,0.2838515493106976,0.22344654966165964,0.3528314744739803,0.5578131683132864,0.43910779461348903,0.6933696262533029,equal-weights
65983fefe71122401b14dc8c,42.0,0.0,0.608711270214324,0.33023821381965796,0.2659175276025363,0.40204339452887383,0.8350832833139986,0.6724336335053426,1.0166591989902891,full
66f79e4ad5c034f3860a9619,43.0,0.0,0.7297706448291549,0.4610712888834144,0.3884157079562861,0.5370333334606101,1.0085061418652024,0.8495858157194532,1.1746587311757704,full
5769a352f48c3b00016737f9,44.0,0.0,0.7402170919640556,0.3830210101563074,0.31680855522629153,0.4568736667567158,0.8289511294170578,0.6856511854444965,0.9887863381289123,none
66df255fc0e34d721c9b5f1e,45.0,0.0,0.5134767603116787,0.2849779540476077,0.2230777603773245,0.3528813650622665,0.8346752409602143,0.6533750444594132,1.03355833049637,full
