subject_ID,subject_index,exclude_Ixr,trial_ID,trial_index,observation_1,observation_2,observation_3,observation_4,observation_5,latent_state,optimal_choice,correct,intertrial_duration,trial_start_time,choice,rt,observation_encoding,observation_encoding_ew,observation_encoding_iw
67047fbe4a73fb7c0e482271,30.0,0.0,521.0,32.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.6914,1987.1319,2.0,0.1683,311.0,32,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,398.0,33.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.898,1989.6686,2.0,0.112,212.0,23,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,429.0,34.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5752,1992.3968,2.0,0.2123,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,482.0,35.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.5644,1994.8588,2.0,0.3689,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,563.0,36.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.1884,1997.4547,1.0,0.3757,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,3.0,37.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.9774,2000.7887,2.0,0.2448,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,352.0,38.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.657,2003.7089,2.0,0.3095,32.0,5,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,443.0,39.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.8271,2009.6457,2.0,0.1816,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,282.0,40.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,0.8594,2012.3976,2.0,0.2382,2300.0,50,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,150.0,41.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,0.7562,2015.2398,1.0,0.4338,3020.0,32,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,225.0,42.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.7321,2018.1371,1.0,0.0985,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,508.0,43.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.688,2020.6271,2.0,0.099,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,61.0,44.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.7788,2023.0829,2.0,0.0013,1130.0,23,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,453.0,45.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.6432,2025.5625,2.0,0.334,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,559.0,46.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0.7208,2028.2737,2.0,0.2172,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,570.0,47.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,0.789,2035.8353,2.0,0.2703,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,137.0,48.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,0.7971,2038.6279,1.0,0.0013,2120.0,32,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,242.0,49.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.8466,2041.0928,1.0,0.0561,3110.0,41,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,232.0,50.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.6159,2043.6399,1.0,0.2012,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,151.0,51.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.4763,2046.1111,1.0,0.135,410.0,41,410.0
67047fbe4a73fb7c0e482271,30.0,0.0,300.0,52.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.5985,2048.3551,1.0,0.336,4100.0,50,4000.0
67047fbe4a73fb7c0e482271,30.0,0.0,80.0,53.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.2963,2050.9605,1.0,0.0012,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,348.0,54.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.7081,2055.9058,2.0,0.0014,32.0,5,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,434.0,55.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.6699,2058.2937,2.0,0.0342,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,264.0,56.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.6086,2060.6527,1.0,0.0013,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,82.0,57.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.5317,2062.9191,1.0,0.0386,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,266.0,58.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.3289,2065.147,1.0,0.1055,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,229.0,59.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.468,2067.2602,1.0,0.0328,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,267.0,60.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.4705,2069.4294,1.0,0.0012,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,55.0,61.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.3309,2071.5462,1.0,0.1042,1130.0,23,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,62.0,62.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.4361,2073.6287,1.0,0.103,1130.0,23,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,65.0,63.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,0.4008,2075.8292,1.0,0.1346,2030.0,23,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,576.0,64.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.9631,2078.0296,1.0,0.1061,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,313.0,65.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5289,2080.8103,2.0,0.0356,23.0,5,3.0
67047fbe4a73fb7c0e482271,30.0,0.0,457.0,66.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.4988,2083.0927,2.0,0.07,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,480.0,67.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.4006,2085.31,2.0,0.0361,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,33.0,68.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,0.5142,2087.3933,1.0,0.0671,140.0,14,140.0
67047fbe4a73fb7c0e482271,30.0,0.0,537.0,69.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.5036,2089.6412,2.0,0.0765,401.0,41,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,369.0,70.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.1341,2091.8954,2.0,0.1345,122.0,14,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,102.0,71.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,2.4849,2093.8264,1.0,0.0357,1220.0,32,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,415.0,72.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.4986,2097.997,2.0,0.0331,212.0,23,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,39.0,73.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.5848,2100.1931,1.0,0.1337,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,406.0,74.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.4356,2102.5779,2.0,0.0994,212.0,23,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,473.0,75.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.4174,2104.7623,2.0,0.133,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,534.0,76.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,0.0,0.8136,2106.9765,1.0,0.0325,1211.0,32,1001.0
67047fbe4a73fb7c0e482271,30.0,0.0,370.0,77.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.5057,2109.5337,2.0,0.0323,122.0,14,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,540.0,78.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.4417,2111.7621,2.0,0.0336,50.0,5,50.0
67047fbe4a73fb7c0e482271,30.0,0.0,265.0,79.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.432,2113.9027,1.0,0.0362,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,544.0,80.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.7301,2116.0433,2.0,0.203,140.0,14,140.0
67047fbe4a73fb7c0e482271,30.0,0.0,458.0,81.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.4703,2118.642,2.0,0.1054,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,16.0,82.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.7454,2120.8792,2.0,0.133,1211.0,32,1001.0
67047fbe4a73fb7c0e482271,30.0,0.0,261.0,83.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.5048,2128.0299,1.0,0.0678,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,182.0,84.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.4541,2130.3267,1.0,0.0326,1310.0,41,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,84.0,85.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.5862,2132.463,1.0,0.0356,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,516.0,86.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,0.7128,2134.7286,2.0,0.113,1121.0,23,1001.0
67047fbe4a73fb7c0e482271,30.0,0.0,270.0,87.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.4672,2137.1766,1.0,0.135,2300.0,50,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,330.0,88.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.337,2139.4457,2.0,0.0387,113.0,14,3.0
67047fbe4a73fb7c0e482271,30.0,0.0,235.0,89.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.7864,2141.4457,1.0,0.3439,3110.0,41,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,268.0,90.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.4816,2145.2449,1.0,0.0365,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,590.0,91.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.6682,2147.3922,2.0,0.0014,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,427.0,92.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.6007,2149.712,2.0,0.1324,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,93.0,93.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,0.5269,2152.0956,1.0,0.0018,1220.0,32,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,192.0,94.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.5027,2154.2925,1.0,0.0331,1310.0,41,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,114.0,95.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.4361,2156.4783,1.0,0.0015,1220.0,32,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,599.0,96.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,0.0,1.2021,2159.5786,1.0,0.0672,1310.0,41,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,478.0,97.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.4768,2162.5756,2.0,0.1048,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,241.0,98.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.5338,2164.8795,1.0,0.0989,3110.0,41,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,135.0,99.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,0.5342,2167.1591,1.0,0.0674,2120.0,32,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,212.0,100.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.5862,2169.429,1.0,0.1002,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,132.0,101.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,3.8033,2171.7646,1.0,0.0658,2120.0,32,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,146.0,102.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.2422,2177.2958,1.0,0.0013,3020.0,32,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,276.0,103.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.5247,2180.1876,1.0,0.1114,2300.0,50,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,249.0,104.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,0.467,2182.4732,1.0,0.0325,3110.0,41,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,163.0,105.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.6333,2184.6427,1.0,0.0687,410.0,41,410.0
67047fbe4a73fb7c0e482271,30.0,0.0,397.0,106.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.5654,2187.011,2.0,0.0362,212.0,23,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,184.0,107.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.4996,2189.2621,1.0,0.1032,1310.0,41,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,222.0,108.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.4655,2191.5263,1.0,0.0331,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,289.0,109.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.5689,2193.6932,1.0,0.066,3200.0,50,3000.0
67047fbe4a73fb7c0e482271,30.0,0.0,256.0,110.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.4654,2195.9948,1.0,0.0702,1400.0,50,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,156.0,111.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.6857,2198.1912,1.0,0.1026,410.0,41,410.0
67047fbe4a73fb7c0e482271,30.0,0.0,552.0,112.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.866,2200.6289,2.0,0.1334,140.0,14,140.0
67047fbe4a73fb7c0e482271,30.0,0.0,326.0,113.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.5296,2203.2752,2.0,0.0329,113.0,14,3.0
67047fbe4a73fb7c0e482271,30.0,0.0,304.0,114.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.6046,2205.4949,2.0,0.1346,14.0,5,4.0
67047fbe4a73fb7c0e482271,30.0,0.0,507.0,115.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.4673,2207.8836,2.0,0.0018,221.0,23,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,435.0,116.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5401,2210.028,2.0,0.1025,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,584.0,117.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.9106,2212.315,1.0,0.0362,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,44.0,118.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,4.5025,2214.9973,2.0,0.0994,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,75.0,119.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.5104,2221.245,1.0,0.102,320.0,32,320.0
67047fbe4a73fb7c0e482271,30.0,0.0,190.0,120.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.6318,2223.5615,1.0,0.0674,1310.0,41,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,344.0,121.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5652,2225.9093,2.0,0.1343,32.0,5,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,371.0,122.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.3518,2228.2589,2.0,0.0017,122.0,14,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,40.0,123.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,0.7696,2230.2958,1.0,0.0556,230.0,23,230.0
67047fbe4a73fb7c0e482271,30.0,0.0,526.0,124.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.5093,2232.7616,2.0,0.0362,311.0,32,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,530.0,125.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.5026,2234.9679,2.0,0.0674,311.0,32,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,547.0,126.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,0.5322,2237.1947,2.0,0.0676,140.0,14,140.0
67047fbe4a73fb7c0e482271,30.0,0.0,425.0,127.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.4675,2239.4429,2.0,0.103,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,228.0,128.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.8733,2241.6781,1.0,0.0014,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,465.0,129.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.7319,2244.2015,2.0,0.0014,131.0,14,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,251.0,130.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.577,2246.6078,1.0,0.036,4010.0,41,4000.0
67047fbe4a73fb7c0e482271,30.0,0.0,399.0,131.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.632,2250.8924,2.0,0.0014,212.0,23,2.0
67047fbe4a73fb7c0e482271,30.0,0.0,209.0,132.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.5259,2253.1758,1.0,0.104,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,433.0,133.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5003,2255.4838,2.0,0.1019,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,538.0,134.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.5338,2257.7438,2.0,0.1001,401.0,41,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,231.0,135.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,0.9343,2260.0277,1.0,0.0014,2210.0,41,2000.0
67047fbe4a73fb7c0e482271,30.0,0.0,426.0,136.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.4362,2262.6094,2.0,0.1041,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,121.0,137.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.5329,2264.8282,1.0,0.1032,1220.0,32,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,432.0,138.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.5688,2268.1102,2.0,0.1339,41.0,5,1.0
67047fbe4a73fb7c0e482271,30.0,0.0,7.0,139.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,0.9761,2270.4615,1.0,0.0707,1121.0,23,1001.0
67047fbe4a73fb7c0e482271,30.0,0.0,54.0,140.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.9846,2273.1774,1.0,0.103,1130.0,23,1000.0
67047fbe4a73fb7c0e482271,30.0,0.0,277.0,141.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.7003,2275.9118,1.0,0.1338,2300.0,50,2000.0
