subject_ID,subject_index,opt_betastar,opt_loss,opt_BIC,opt_rel_entropy,equalweights_betastar,equalweights_loss,equalweights_BIC,equalweights_rel_entropy,ignoreweak_betastar,ignoreweak_loss,ignoreweak_BIC,ignoreweak_rel_entropy,fullparam_betastar,fullparam_WSratio,fullparam_loss,fullparam_BIC,fullparam_rel_entropy,best_model,best_model_betastar,best_model_loss,best_model_BIC,best_model_rel_entropy
67047fbe4a73fb7c0e482271,30.0,4.04938614969186,116.48149957499055,239.35992880519726,0.04879789060087931,2.91698473070163,231.35958549746874,469.1161006501536,0.24026136713834295,4.169536843952069,113.62308284719035,233.64309534959685,0.0440338627212123,4.0507880834330106,6.290406396463198,116.48146756795484,245.75679444634196,0.048797837255819806,ignoreweak,4.169536843952069,113.62308284719035,233.64309534959685,0.0440338627212123
5fb951898639c17a684074e1,31.0,3.5292470709651895,143.05671193114637,292.51035351750886,0.0740621315649855,3.8162201588459257,174.1863999824178,354.76972962005175,0.12594494498377132,3.297250337733804,158.8821413011355,324.16121225748714,0.10043784718163405,5.480682868393326,2.7043040198706345,120.25731278867164,253.30848488777556,0.03606313299419434,fullparam,5.480682868393326,120.25731278867164,253.30848488777556,0.03606313299419434
667447e858816e268d6a6759,32.0,4.008513937314284,118.3220144421984,243.04095853961294,0.05063669838814236,2.8961536797112637,232.86024217555058,472.1174140063173,0.241533744610396,3.9327608854173604,123.91798560847371,254.23290087216358,0.059963316998601204,4.104017812372793,5.747928921938808,118.1534693657464,249.1007980419251,0.05035578992738902,fully_optimal,4.008513937314284,118.3220144421984,243.04095853961294,0.05063669838814236
5b8d575aafe6be000115695b,33.0,5.078085449188304,81.16155278358823,168.72003522239262,0.05949655234470754,3.535843433488802,190.41046554825866,387.21786075173344,0.24157807361915815,5.211786384630923,81.53470978284382,169.4663492209038,0.06011848067680013,5.515560791098659,4.981874253868283,80.07625568967454,172.94637068978136,0.05768772385485135,fully_optimal,5.078085449188304,81.16155278358823,168.72003522239262,0.05949655234470754
61115178c8a4bbd5832f32ba,34.0,2.146715965757534,252.41094078770675,511.2188112306296,0.07212998948500217,2.5693441025621553,257.36169501939276,521.1203196940016,0.08038124653781215,2.074788062956912,260.62825872971615,527.6534471146484,0.08582551938835127,3.1328787633017816,2.3765884364682255,236.29140393961416,485.3766671896606,0.04526409473818117,fullparam,3.1328787633017816,236.29140393961416,485.3766671896606,0.04526409473818117
663a8b6eababda7c864ed2ce,35.0,4.112607269735814,113.71115053596787,233.8192307271519,0.07141576387382328,3.9419838407210834,167.3632779222827,341.1234854997815,0.160835976184348,3.8063143621103315,129.98354155367267,266.36401276256146,0.09853641556999791,6.093791700537171,3.0733554781605705,95.74455985851637,204.28297902746502,0.04147144607807077,fullparam,6.093791700537171,95.74455985851637,204.28297902746502,0.04147144607807077
63b18d94775ad4aad221103c,36.0,2.120361753542203,255.0212159995945,516.4393616544052,0.2227028739154009,4.467024823915312,141.7061625920735,289.8092548393631,0.03384445156953262,1.9115567501302606,277.14600640049923,560.6889424562146,0.2595775245835755,7.580674599211509,0.9602582249841695,146.5110218191598,305.8159029487519,0.041852550281343076,equalweights,4.467024823915312,141.7061625920735,289.8092548393631,0.03384445156953262
6706af217ea3142dd07d1e83,37.0,2.078922204902632,259.15385729560376,524.7046442464236,0.1511466309333519,3.340978111063684,202.5360240660149,411.46897778724593,0.0567835755507038,1.9131499086215755,276.9829518357816,560.3628333267793,0.18086178850031492,4.894187973643477,1.3376069837931002,198.0970741788849,408.9880076682021,0.0493853257388204,fullparam,4.894187973643477,198.0970741788849,408.9880076682021,0.0493853257388204
611e64ad7ea7083dd09ce1dc,38.0,2.1592160027768266,251.17795382349817,508.75283730221247,0.2160321999815856,4.339584070680899,147.53411222354651,301.46515410230916,0.04329246398166615,1.9692013909939587,271.2673210962355,548.9315718476871,0.24951447876948113,6.715503638699844,1.0949707418115604,157.0099653455537,326.8137900015397,0.0590855525183448,equalweights,4.339584070680899,147.53411222354651,301.46515410230916,0.04329246398166615
5e84bd7c34d5d9072128fac1,39.0,4.8407114010704015,87.68723444305166,181.77139854131948,0.0849739928717389,3.9462343886226825,167.13748274539952,340.6718951460152,0.21739107337565192,4.529426557008683,100.35307437481721,207.10307840485058,0.10608372609134813,6.992395648135026,3.422201350306854,72.85758006778855,158.50901944600938,0.0602579022463004,fullparam,6.992395648135026,72.85758006778855,158.50901944600938,0.0602579022463004
