"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","url","response","question_order","view_history","success","timeout","failed_images","failed_audio","failed_video","stimulus","block","block_rep","trial_number","jar","bead","previous_bead","choice","correct","lowH_score","total_bonus"
"pavlovia","0","1075","0.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","","","","","","","","","","","","","","","","","","","","",""
"external-html","1","23600","0.0-1.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","22402","new_consent.html","","","","","","","","","","","","","","","","","","",""
"survey-multi-choice","2","27201","0.0-1.0-1.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3600","","{""Q0"":""Female"",""Q1"":""White""}","[0,1]","","","","","","","","","","","","","","","","",""
"survey-text","3","30298","0.0-1.0-2.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3093","","{""Q0"":""47""}","","","","","","","","","","","","","","","","","",""
"instructions","4","31751","0.0-2.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","1333","","","","[{""page_index"":0,""viewing_time"":1333}]","","","","","","","","","","","","","","","",""
"preload","5","32649","0.0-3.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","","","","","","true","false","[]","[]","[]","","","","","","","","","","",""
"instructions","6","129645","0.0-3.0-1.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","96996","","","","[{""page_index"":0,""viewing_time"":14453},{""page_index"":1,""viewing_time"":9540},{""page_index"":2,""viewing_time"":4516},{""page_index"":3,""viewing_time"":4277},{""page_index"":4,""viewing_time"":8416},{""page_index"":5,""viewing_time"":26671},{""page_index"":6,""viewing_time"":2963},{""page_index"":7,""viewing_time"":4307},{""page_index"":8,""viewing_time"":5078},{""page_index"":9,""viewing_time"":6573},{""page_index"":10,""viewing_time"":8510},{""page_index"":11,""viewing_time"":1691}]","","","","","","","","","","","","","","","",""
"html-button-response","7","132762","0.0-3.0-2.0-0.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3115","","1","","","","","","","","<div align=center>Your goal is to predict…?<br><br></div>","","","","","","","","","",""
"html-button-response","8","137955","0.0-3.0-2.0-1.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3927","","2","","","","","","","","<div align=center>In the jar with mostly white beads, there are ___% white beads and ___% black beads?<br><br></div>","","","","","","","","","",""
"html-button-response","9","142331","0.0-3.0-2.0-2.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3324","","0","","","","","","","","<div align=center>When there is a 1% probability that the jars will switch, the next bead will most likely be drawn from the…<br><br></div>","","","","","","","","","",""
"html-button-response","10","145579","0.0-3.0-2.0-3.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","2036","","1","","","","","","","","<div align=center>When there is a 99% probability that the jars will switch, the next bead will most likely be drawn from the…<br><br></div>","","","","","","","","","",""
"instructions","11","151808","0.0-3.0-3.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","4700","","","","[{""page_index"":0,""viewing_time"":4700}]","","","","","","","","","","","","","","","",""
"html-keyboard-response","12","155327","0.0-3.0-4.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3517",""," ","","","","","","","","<div align=center>In this practice block, there will be a <b>1% chance</b> that the jar on the next trial will be different from the jar on the current trial.<br><br></div>","","","","","","","","","",""
"image-keyboard-response","13","159333","0.0-3.0-4.0-1.0-0.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","3998","","f","","","","","","","","./tasks/HMM-beads/Images/NoChoice.png","practice","0","0","0","0","9","0","true","",""
"image-keyboard-response","14","159650","0.0-3.0-4.0-1.0-1.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoice.png","","","","","","","","","",""
"image-keyboard-response","15","160162","0.0-3.0-4.0-1.0-2.0","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","null","","null","","","","","","","","./tasks/HMM-beads/Images/BlackBeadChoiceCorrect.png","","","","","","","","","",""
"image-keyboard-response","16","160830","0.0-3.0-4.0-1.0-0.1","5a00a8160fff620001a6b776","666094c154fdc95dca3e206f","6660995a7e25aba66f99e207","657","","f","","","","","","","","./tasks/HMM-beads/Images/NewTrialBC.png","practice","0","1","0","0","0","0","true","",""
